sentence_1	sentence_2	score
Pak army adamant on fighting the other Taleban	Iraq army fights to retake Tikrit	0.6480789184570312
Russia warns against setting preconditions for Syria	Israel exspy warns against messianic Iran war	0.5853281021118164
Douglas Meester, 20, is charged with rape, sodomy, indecent assault, and providing alcohol to minors.	Mr Howard also said yesterday that Hicks would be fairly treated, saying he had faith in the US justice system.	0.08121360838413239
Two people are riding a bike.	Two people are riding a motorcycle	0.7347908616065979
Despite problems in the job market, the latest snapshot of the labor markets was slightly better than economists were expecting.	Pope urges action on climate change in draft encyclical	0.1299050897359848
Thanks to the euro's rise against the Japanese currency, the dollar was at 117.24 yen, well above the overnight 10-month low of 116 yen.	Against the Japanese currency the euro was at 13592604 yen against the late New York level of 1360314	0.4099135100841522
China says defense budget to rise 11.2% in 2012	Chinas defence spending to rise 112	0.42855870723724365
Republicans had pledged to complete a Medicare drug package by August, then extended it to Oct. 17.	Republicans had pledged to complete a Medicare drug package by August then extended the deadline to Oct 17 and they are still working on it	0.8368679285049438
A black dog looking at a brown sheep in a pen.	The Boston Archdiocese has faced waves of scandal that have not only angered victims' advocates but parishioners and some priests.	0.0793919637799263
The president began his speech by acknowledging the terrorist attacks in Saudi Arabia that killed at least 29 people, including seven Americans.	7 killed in attacks in Iraq	0.5024713277816772
12 Dead, Despite Cease-fire in East Ukraine	12 killed in Gaza in Israeli airstrikes	0.7319191098213196
I haven't made any claims.	Sachin Tendulkar says Im not God Im Sachin	0.045379795134067535
The doctor was helping the patient.	Jake with the assist	0.5526966452598572
No blocks to investment	India allows Pakistan investment	0.5680246353149414
A man and woman walking hold each other.	A man and woman are walking	0.7508618831634521
A doctor rushes a patient on a stretcher.	The man talked on the telephone.	0.16245704889297485
Two dogs are playing around in the dirt.	Two dogs running in the dirt	0.5544946789741516
a train rides on his tracks.	A train is running on the tracks	0.651303231716156
The men were flown to nearby Botswana on an Air Malawi flight, the officials said.	The men were immediately flown to nearby Botswana on a chartered Air Malawi flight Malawi intelligence officials said on condition of anonymity	0.6675331592559814
Animals are playing in water.	Garner said self-proclaimed Baghdad mayor Mohammed Mohsen Zubaidi was released 48 hours after his detention in late April.	0.047041796147823334
Man riding a bicycle down a narrow path.	A man riding a small bicycle	0.6922743916511536
Gunmen Kill Eight In Second Kenya Attack	Mitzna and party secretary Ophir Pines agreed to convene party organizations within 10 days to discuss whether new primaries would be held or a temporary leader appointed.	0
"PNC regrets its involvement" in the deals, Chairman and Chief Executive Officer James Rohr said in a statement.	Rosenthal declined comment on the Garrett situation Tuesday but said in a statement We had a big contract negotiation	0.2766287922859192
8 rockets fired from Gaza into southern Israel; none hurt	Ten rockets from Gaza land in southern Israel none hurt	0.7818719744682312
A couple walking down the street.	A couple are walking	0.7995981574058533
NATO sticks to transition roadmap in Afghanistan: Rasmussen	Hurricane Sandy moves towards US	0.40431511402130127
Israeli forces detain 5 Palestinians in West Bank	russian president putin signs decree suspending russia's application of european arms control treaty. 	0.08179747313261032
12 Dead, Despite Cease-fire in East Ukraine	Forex  Gold 12 March 2013	0.6490637063980103
Bin Laden's continuing sway shown in Kenya mall attack	Iran will attack Tel Aviv if Israel strikes	0.4887102246284485
Apple Computer's new online music service sold more than 1 million songs during its first week of operation, the company said Monday.	Matt Smith to leave Doctor Who after 4 years	0.015079684555530548
A puppy is playing with a tennis ball.	The puppy played with a blue tennis ball	0.7863661646842957
John Demjanjuk, convicted Nazi death camp guard, dies aged 91	"The mission of the CAPPS II system has been and always will be aviation security," they said.	0.05735907703638077
shalgam's visit to london is the first by a libyan foreign minister since 1969.	shalgams visit to london is the first by a libyan foreign minister since 1969 	0.9179040789604187
A person is throwing a cat on to the ceiling.	A person throws a cat in the air and it grabs onto the ceiling	0.6200597286224365
Pak: 20 dead in anti-Islam film protests	At least 20 dead in Somalia attacks	0.5502004623413086
The prices of everything you own IE assets have gone down.	The prices for everything you need have gone up due to inflation	0.4516880214214325
Syrian opposition reports 'massacre'	Bomb blasts before Indian opposition rally kill 4	0.5480351448059082
Salvador Dali painting snatched in NYC	Salvador Dali painting snatched from New York gallery	0.6597949266433716
Russia warns against setting preconditions for Syria	Irans Rouhani warns of Talibanisation in Syria	0.5684115886688232
7 killed in monster truck crash	China truck accident kills 20	0.567642867565155
Prince Charles 'compares Putin to Hitler'	Syrians Protest against Erdogan in Paris Venezuelans Stress Support to Syria	0.6280598640441895
An hour later Israeli attack helicopters rained missiles on a car in Gaza City, killing seven people, Palestinian sources said.	US drone strike kills seven in North Waziristan	0.5108311176300049
Tokyo stocks close 0.75pc down	Tokyo stocks close down 026pc	1
The Note's Must-Reads for Wednesday, May 30, 2012	Colgate shares closed Monday at $56.30 on the New York Stock Exchange.	0.0022046659141778946
The company has publicly identified Linux as one of its biggest competitive threats.	Microsoft has identified the freely distributed Linux software as one of the biggest threats to its sales	0.43676328659057617
Israel frees Palestinian prisoners	Israel agrees to release Palestinian prisoners	0.7575718760490417
Musharraf arrested in Pakistan	Zambias exPresident Rupiah Banda arrested	0.9321936368942261
There is no freedom of religion.	Your freedom of speech will be no more prohibited than it is today	0.6442508101463318
A cat looking out of a window.	Gray cat looking out the window	0.7793026566505432
This is why I support the death penalty.	Two of the Britons Sandy Mitchell from Glasgow and Glasgowborn William Sampson face the death penalty	0.3200996518135071
Two rams stand on snowy ground.	A skier going down the snowy hill	0.5582175850868225
Egypt announces arrest of 1,004 Muslim Brotherhood supporters	Thus, Meta - System - atic Dialectic is Diachronico - Synchronic Dialectic.	0.08982367813587189
Iran says nuclear talks with UN 'constructive'	UK Iran nuclear talks at a serious point	0.7342432737350464
A bloody man and woman pose for a picture.	A man in woman dressed warmly pose for a picture	0.641549825668335
A man in a straw hat shades his phone while others walk on a busy sidewalk.	A man is walking down a sidewalk	0.24616245925426483
Large cruise ship floating on the water.	Sail boat sailing on the water	0.703212559223175
No has has shut down the oil fields.	Glover said the killer used a "peculiar slipknot" on the ligature he used to strangle some of the victims.	0.17140066623687744
At least 13 killed in triple car bombings in Iraq's Diyala	A bunch of bikes racing on a track.	0.040431614965200424
leaders from albania, bosnia and herzegowina, croatia, macedonia and serbia and montenegro met for the first time with european union leaders to pursue joining the european union.	the treaty limits deployments of tanks and troops in nato and former easter european warsaw pact countries and establishes confidencebuilding transparency and cooperation measures between member	0.3329099714756012
Ukraine protesters battle police in new clashes	Powerful new earthquake hits shattered Pakistan region	0.25242993235588074
A woman is doing ballet.	A woman is dancing	0.6237626075744629
A man is rapidly chopping some mushrooms using a knife.	A person is quickly chopping mushrooms with a knife	0.7665624022483826
A young girl wearing a bike helmet with a bicycle in the background.	Under the agreement, Medicare coverage for drug benefits would begin in 2006.	0.051252443343400955
Pennsylvania, which has the most aggressive treatment program, is treating 548 of 8,030 inmates.	The women are sitiing down.	0.0510118268430233
However, we have decided to opt for the European consortium's engine as the best overall solution and due to the substantial price efforts made".	We believe KBR delivered fuel to Iraq at the best value the best price and the best terms Halliburton spokeswoman Wendy Hall said	0.4951345920562744
Gunmen kill 9 foreign tourists, 1 Pakistani	Gunmen kill nine tourists in Pakistan	0.572882354259491
Dog swimming in the water with a stick in its mouth.	A dog swimming with a stick in its mouth	0.6151040196418762
In 1999, two years before his death, Mr. Nielsen told an interviewer that he thought the rock face would outlive him by many years.	The Nazis increases the longevity of a handgun permit from  to  years	0.3649904727935791
To watch pay television, consumers would insert into the set a security card provided by their cable service.	Consumers still would have to get a descrambling security card from their cable operator to plug into the set	0.5660703182220459
Dewhurst's proposal calls for an abrupt end to the controversial "Robin Hood" plan for school finance.	I dont think what shes saying is that controversial	0.4573211669921875
8 rockets fired from Gaza into southern Israel; none hurt	2 rockets hit Eshkol none injured	0.595038115978241
Bienging is unaccptable.	News is my Business	0.581835150718689
A man pops wheelies on a motorcycle.	A man is doing a wheelie on a bike	0.5785244107246399
The lawyer representing Torch Concepts, Rich Marsden did not respond to repeated phone calls.	Officials with Torch and JetBlue did not respond to repeated phone calls from the Mercury News seeking comment	0.576032817363739
A smiling woman with a beer sitting outside with another smiling woman.	Suicide bomber kills policeman in Pakistan	0.04015282541513443
A man in a straw hat shades his phone while others walk on a busy sidewalk.	A man is singing while walking down the sidewalk	0.321153849363327
A woman with two men in hats socializing outside.	the number 254 was tabulated with an afp count compiled from press and witness reports. 	0.04668406397104263
The Standard & Poor's 500 stock index ended the quarter up 120 points, a gain of 14 percent, the best performance for that broad market benchmark since 1998.	A person is diving into clear blue water.	0.07634779065847397
A woman is watching television.	A man and a woman looking at the camera	0.5437674522399902
A woman is riding an elephant.	A woman is riding on an elephant	0.6549947261810303
Sure, it is possible his home was affected, but not the school.	Is it possible his home was affected and the school was not	0.6802849769592285
Google 'are playing international tax game'	Someone is playing paino	0.32852903008461
A lion is walking around.	A lion is walking in an enclosed area	0.6989642977714539
The rear view of a red Chevrolet concept car.	Close up of the rear of a red sports car	0.5574944019317627
The great thing about living here is there's space.	Four people are sitting around a living room withsnacks	0.36301133036613464
A man is kite surfing away from the camera.	A man is sky surfing on the water	0.6167084574699402
Obama meets with Mandela family	Obama to meet with Mandela family	0.8922451734542847
"It's a blond-haired woman wearing a Cartier watch on her wrist," the source said.	A woman with a surprised look on her face is holding a smiling woman from behind	0.4452265202999115
A man is carrying someone on his shoulder.	Two black and white cows behind a metal gate against a partly cloudy blue sky.	0.005096496548503637
A woman is slicing meat with a knife.	A woman is slicing meat	0.9511452317237854
Keita Wins Mali Presidential Election	Minn Terminal Reopens After Bag Causes Evacuation	0
Westgate mall attackers spent four months planning in Nairobi	Somalias Shebab claims responsibility for Nairobi mall attack	0.3984775245189667
Iranian President praises nuclear deal	Germany welcomes Iran nuclear agreement	0.7756484150886536
Motor Racing: Button fastest in year's first F1 practice	Chinas 1st Pilot Free Trade Zone Opens	0.46003904938697815
KLCI Futures traded mixed at mid-day	7.2-magnitude quake hits Pakistan: CENC	0.042246703058481216
Easy Rider Actress Karen Black Dies Of Cancer	A bald man with a beard pets the nose of a black and white horse at the fence.	0
russian president putin signs decree suspending russia's application of european arms control treaty. 	russian president vladimir putin signed a decree suspending russias participation in the conventional forces in europe treaty due to circumstances that affect the security of the russian federation and require immediate measure	0.6682338118553162
A large jet on the ground at the airport.	Dozens injured as Boeing 777 jet crash lands at San Francisco airport	0.5100748538970947
After 26 hours of surgery and a year of anticipation, the boys were separated Sunday at Children's Medical Center of Dallas.	Twoyearold Egyptian twin boys born with their heads conjoined have been separated after 26 hours of surgery at the Childrens Medical Centre in Dallas	0.6791027784347534
A dog jumping into a swimming pool.	A dog is jumping into a swimming pool after a duck	0.8295181393623352
The lady cut up a green onion.	A woman is cutting an onion	0.42754971981048584
Weiner stays in NYC mayor's race amid new sexting scandal	Secret Service sex scandal regret	0.5853198170661926
Today in History, April 23	The Notes MustReads for Friday August 23 2013	0.713280975818634
kim myong-chol warned that if there was an interdiction of north korean vessels the north korean government would retaliate with a nuclear missile attack on major cities such as new york and washington. 	kim myongchol stated that north korea would retaliate with a nuclear missile attack on major cities such as new york and washington dc	0.7715046405792236
A double-decker bus driving in front of a ferris wheel.	Egypt votes on final day of presidential election	0.02589454874396324
The white airplane is flying in the sky.	The white airplane is flying in the blue sky	0.8189698457717896
Eight bottles of Harp lager lined up on the floor.	A man  is driving a car.	0.02976762130856514
The men are playing a guitar and having a drink.	The man is playing a guitar	0.8227222561836243
Arkansas Justices Strike Down Death Penalty	MSN Messenger 6 will be available for download starting at 6 p.m. GMT on Wednesday from http://messenger.msn.com/download/v6preview.asp.	0
Pingeon said an attorney for his organization, Massachusetts Correctional Legal Services, interviewed Assan Tuesday.	She said Jane Does lawyers asked Verizon to withhold her name because she was planning on challenging the subpoena	0.5189835429191589
Israeli, Palestinian negotiators meet in Jordan	Israeli Palestinian negotiators quietly meet	0.8497582077980042
Long lines formed Sunday outside gas stations and people rushed to get money from cash machines as Israelis braced for the strike's effects.	Long lines formed outside gas stations and people rushed to get money from cash machines Sunday as Israelis prepared to weather a strike that threatened to paralyze the country	0.8051818609237671
A man is tying a noose.	A man is swinging on a rope	0.5130062103271484
Two dogs are peeing at a red fire hydrant.	Two brindle dogs running in the grass	0.46953919529914856
The ladies are performing a dance.	Three women are dancing	0.5366285443305969
investigators claim the british company was a cia cover. 	russian investigators stated that the british company was a cia cover	0.8702769875526428
A group of people are firing up a hot air balloon.	a group of people dancing	0.49486058950424194
Leon Williams' body was found inside his third-floor apartment at 196 Bay St., in Tompkinsville.	Scribners body was found floating in the citys Portage Bay where he lived with his wife in a houseboat	0.4952515661716461
russia has repeatedly threatened withdrawal from the cfe in opposition to plans for the extension of the us missile defense shield to eastern europe.	A cat is playing with an antenna.	0.10541235655546188
But church members and observers say they expect that the decision could be problematic for many Episcopalians.	Mailblocks was founded five years after WebTV was acquired by Microsoft for $425 million.	0.012042384594678879
Under the agreement, Medicare coverage for drug benefits would begin in 2006.	Two years later the insurance coverage would begin	0.4847123920917511
Burundi police fire tear gas at protesters	Egyptian police fire tear gas at Brotherhood protesters	1
Nelson Mandela returns to hospital in ‚Äėserious but stable‚Äô condition	The men had Pakistani passports and reportedly were seen together at the airport earlier in the evening, law enforcement sources said.	0.07926689833402634
Genetic predisposition to Alzheimer is inferior genetics.	Page said its also possible that genes on the Y chromosome may influence genderspecific differences in disease susceptibility	0.26520273089408875
July 1st is the sixth anniversary of Hong Kong's return to Chinese rule.	On 50th anniversary of JFK death Dallas holds its first memorial	0.5363572239875793
Britain included the accusation in a September 2002 dossier setting out the case for war in Iraq.	Two women are dancing.	0.05032874643802643
Men are running a race.	Runners race around a track	0.3925572335720062
I'm not outraged, I'm disappointed.	Missouri Education Commissioner Kent King said he was disappointed by the scores	0.002208063146099448
Syrian opposition to name delegation for talks	Syria opposition agrees to talks	0.6544869542121887
A person is throwing a cat on to the ceiling.	A person throws a cat on the ceiling	0.7275709509849548
11 children killed in Syria bombings	2 killed 11 wounded in attacks in Iraq	0.6552190184593201
Woman dies in Co Cork house fire	Man dies in Co Donegal house fire	1.0
The point is an unarmed child was murdered.	This child was literally neglected to death Armstrong County District Attorney Scott Andreassi said	0.3582768738269806
Man convicted in Vatican leaks case	Five convicted in Kosovo organ trafficking case	0.577254056930542
Iranian painter Mansoureh Hosseini dies	Nelson Mandela dies Live coverage	0.49931618571281433
She, in turn, occasionally told John that she was still sleeping with an ex-boyfriend, "Baywatch" hunk Michael Bergin.	Originally Posted by Lone Fox Youve said that multiple times now	0.41490721702575684
A potato is being peeled.	Someone is peeling a potato	0.8480124473571777
A girl in a red shirt takes a picture on a phone.	A little girl in a red shirt pulls a kite	0.7694202661514282
Syria must destroy chemical weapons	Thai protesters break into army headquarters	0.16944506764411926
She survives him as do their four children -- sons Anthony and Kelly, daughters Linda Hope and Nora Somers -- and four grandchildren.	Hope is survived by his wife sons Anthony and Kelly daughters Linda and Nora Somers and four grandchildren	0.7867518663406372
Outside the court, Sriyanto, who faces up to 25 years' jail, denied he had done anything wrong.	Outside the court Sriyanto denied to The Age that he had done anything wrong	0.5889504551887512
A steam engine and train moving toward the camera.	A lawsuit has been filed in an attempt to block the removal of the Ten Commandments monument from the building.	0.0704449862241745
A person throws a cat on the ceiling.	A person throws a cat in the air and it grabs onto the ceiling	0.6726821064949036
A group of people are standing by a window watching something.	The Dow Jones industrial average finished the day down 98.32 points at 9,011.53.	0.0355001762509346
MP Sachin Tendulkar says no to govt bungalow	In the opinion, Kline noted that it is illegal for children that young to have sexual relations.	0.048389747738838196
A man is lifting weights.	A man lifts weights	0.5908027291297913
A nationally board certified teacher with a master's degree, Kelley makes a salary of $65,000 in his 30th year.	A nationally board certified teacher with a masters degree Kelley in his 30th year teaching makes 65000	0.8155394196510315
US Secretary of State John Kerry‚Äôs wife rushed to hospital	US top diplomat Kerrys wife rushed to hospital	0.6664696335792542
Ukraine President Calls Talks To End Protests	Afghan District Governor Defects To Taliban	0
People bent the laws.	Its imposing a law	0.08627651631832123
Sky News Cameraman Killed In Egypt	Afghan District Governor Defects To Taliban	0
Australian researchers believe they have found a trigger of type 1 diabetes in children - their mothers eating potatoes and other tuberous vegetables during pregnancy.	Women who eat potatoes and other tuberous vegetables during pregnancy may be at risk of triggering type 1 diabetes in their children Melbourne researchers believe	0.8413355350494385
During a period of nearly a decade, Telemarketing Associates raised more than $7 million.	Secondquarter sales grew 7 percent to 645 million from 600 million in 2002	0.07077734172344208
Additionally, the h2210’s cradle has room to charge a second battery.	Swartz had sought to have the charges dismissed saying New Hampshire was the wrong place to charge him	0.4623424708843231
The Note's Must-Reads for August 1, 2012	Insiders Reveal 2012 Election Secrets	0.9438971877098083
Chinese icebreaker changes course towards suspicious objects	Canada train plot suspects reject charges	0.37963780760765076
The Dow Jones industrial average <.DJI> rose 49 points, or 0.47 percent, to 10,578.	The Dow Jones industrial average DJI rose 1825 points or 019 percent to 958671	0.6310020089149475
Death toll rises as Kenya mall siege continues	Algeria hostage death toll rises	0.5037233233451843
A man is cutting a paper plate.	A man is cutting a paper	1.0
Chinese stocks higher at midday Friday	SARS went on to claim the lives of 44 people in the Toronto area, including two nurses and a doctor.	0.10689964145421982
ISRAELI soldiers knocked down empty mobile homes and water towers in 10 tiny West Bank settlement outposts overnight as part of a US-backed Mideast peace plan.	Israeli troops kill Palestinian in West Bank raid	0.2697261869907379
Trainer runs her dog through training course with green pipe	A boy with a broken arm is sleeping.	0.14031395316123962
A person is cutting a capsicum into pieces.	A person is cutting an onion into pieces	0.6885713934898376
Wal-Mart has told its top 100 suppliers that they'll need to have radio-frequency ID systems in place for tracking pallets of goods through the supply chain by Jan. 25, 2005.	Rolfe said Linksys overtook Cisco Systems last year as the leading supplier of WLAN equipment	0.4971919357776642
"They ransacked and burned the two villages completely," rebel commander Ousmane Coulibaly told Reuters by satellite phone from the bush.	White diamond fetches record $34m at HK auction	0.04318292438983917
You have never met anyone that is Pro-Abortion?	Read More You have never met anyone that is ProAbortion	1
Boston Scientific said it has gained 51 percent of the coated-stent market in Europe.	Australian unemployment up to 51 percent	0.5255805850028992
The bottom line is that the video clip doesn't show a gas chamber.	Assembly meets amid Chavez crisis	0.048227787017822266
Obama aide holds talks in China after Syria veto	Israelis Palestinians resume talks in US	0.5010572671890259
A jockey riding a horse in a pen.	a jockey riding a horse	0.9805147647857666
Douglas Robinson, CA senior vice president, finance, will fill the position in the interim.	Douglas Robinson a senior vice president of finance will take over as chief financial officer on an interim basis	0.41442811489105225
Two women mix something in a food processor.	Two women make something in a blender	0.719565749168396
A cat and a ferret are playing.	A ferret and kitten play together	0.709331750869751
A siamese cat resting on a white sofa.	An orange tabby cat sleeping on the sofa	0.5187405347824097
A person is eating at a table.	A large amount of penguins are heading to the ocean.	0.08584732562303543
FTSE Bursa Malaysia update: 3.00pm	No update on Nelson Mandelas condition	0
Snowden asks to stay in Russia	Police using pepper spray arrested 12 people Monday night at a march and rally by about 400 activists protesting an annual training seminar of the Law Enforcement Intelligence Unit.	0.12137412279844284
A woman is cutting flowers.	A woman is cutting vegetable	0.7692045569419861
Another said its members would continue to call the more than 50 million phone numbers on the Federal Trade Commission's list.	Some 50 million phone numbers are registered on the list which was to take effect Oct 1	0.521828293800354
jordanian prime minister maaruf bakhit said in july 2006 that raghdad hussein and her family were living under the protection of king abdullah ii after iraq issued its	Egypt sentences Al Jazeera journalists to jail	0.042852092534303665
The Cleveland Cavaliers won the right to draft James by winning the NBA's annual lottery Thursday night.	Miami Heat wins NBA Finals	0.498374879360199
A group of people are dancing in concert.	26 Palestinian prisoners released from Israeli prison	0.03866828978061676
Live Blog: Ukraine In Crisis	Afghan District Governor Defects To Taliban	0
Three dogs run through a field.	Two dogs running through a field	0.8483659029006958
The Portuguese weather service said Europe's heatwave was caused by a mass of hot, dry air moving from the southeast.	The weather service reported maximum sustained winds of nearly 105 miles an hour with stronger gusts	0.39680153131484985
A black and white cat lying on a blanket.	A black and white cat laying on a cat bed	0.8821695446968079
"The mission of the CAPPS II system has been and always will be aviation security," said the administration, part of the Homeland Security Department.	The airline said a similar discovery was made on the plane in Houston	0.448737233877182
Prices had pulled back from offshore highs when the Empire State survey far exceeded expectations by jumping to 26.8 in June, a record high, from 10.6 in May.	According to market research from The NPD Group the number of people downloading music dropped from 145 million in April to 104 million in June	0.37107646465301514
"The gloves are off," said UNIFI official Rob O'Neill.	Unifi official Rob ONeill said The gloves are off	0.9661008715629578
Above that, seniors would be responsible for 100 percent of drug costs until the out-of-pocket total reaches $3,600.	Syrian army retakes historic Crusader castle	0.09179499000310898
Tell us what the charges were.	Yes what are his charges	0.736156165599823
International rescue workers hacked desperately through flattened debris for survivors and cemeteries overflowed in Iran's ancient Silk Road city of Bam yesterday.	Fire destroys ancient Tibetan town in China	0.5181748270988464
A sea turtle is hunting for fish.	A fish is swimming	0.2713724672794342
A young man and woman sitting on a bench outside are kissing.	The man and woman sitting on a bench are kissing	0.7598778605461121
senior fellow at the international institute for strategic studies mark fitzpatrick stated that-- the international atomic energy agency plan is superficial.	the international atomic energy agency is based in	0.6788163781166077
A group of people are firing up a hot air balloon.	A group of people are dancing	0.5158201456069946
Could this have been an enema?	ossobuco Could this have been an enema	0.4338262379169464
Official of Malaysia Airlines briefs relatives of missing flight passengers about search progress	Malaysia Airlines investigating copilot on missing flight	0.580808699131012
A man plays a trumpet.	A man is playing a trumpet	0.649583637714386
At least 1 dead, 40 hospitalized in Southwest heat wave	Recordsetting Southwest heat wave turns fatal	0.4860868453979492
A man slices potatoes.	A man cuts a potato	0.46442151069641113
A woman peels shrimp.	A woman is peeling shrimp	0.406106561422348
A black and white cat playing with a blanket.	A black and white cat lying on a blanket	0.7048717141151428
The Japanese population is nearly  million.	The UK population is just over  million	0.5754410028457642
After protesters rushed the stage and twice cut power to the microphone, Hedges cut his speech short.	A red bird is perched in a tree.	0.020304886624217033
A woman shoots a shotgun.	A woman fires a shotgun	0.6735687255859375
Mr. Bankhead said the crime scenes indicated that the killer was "very methodical."	GBI spokesman John Bankhead said the murder scenes showed that the killer was very methodical	0.7224143743515015
Ban to review Syria chemical arms accord	I said YOU had gotten soft.	0.02504749596118927
Dignitaries pay tribute to Paul Desmarais	Stars pay tribute to James Garner	0.9999998807907104
Did the transaction take place?	Redskins trade for No 2 pick	0.3628692924976349
Labor Department analysts discounted a slight improvement in the national unemployment rate, which fell in August to 6.1 percent from 6.2 percent.	The statewide unemployment rate fell to 64 percent down from a revised 67 percent in August	0.5684234499931335
They are actually going to record sales for Velcade this year," said Matt Geller, an analyst at CIBC World Markets.	Red double decker bus driving through the streets.	0.02429024875164032
A dog jumping over an obstacle course fence.	A dog leaping over a hurdle	0.8618423938751221
Man kills 4 in Calif. before police shoot him dead	Suicide bomb kills 4 in Syrian capitals Old City	0.5802013278007507
The man is talking on the phone.	A man is talking on the phone	0.836612343788147
The white and brown dog runs across the grass.	A brown and white dog is running across the grass	0.8665727376937866
A jet is flying.	US gov't officially designates Haqqani network as terrorists	0.10626934468746185
Men in China detained after taking girls to hotel	Palestinian arrested for sexually harassing young girls	0.4868192970752716
US Senate Confirms Janet Yellen as New Central Bank Chief	South Africans Mourn as Mandela Buried	0.9999998807907104
David Cameron: Andy Murray deserves a knighthood	We think PeopleSoft customers deserve the right to choose Ellison said	0.33320748805999756
A dog swims after a tennis ball.	A puppy is playing with a tennis ball	0.5939730405807495
Two men sailing in a small sailboat.	Two people are sailing a small boat	0.7439665198326111
a black and white cow standing in the field.	A black and white horned cow standing in a field	0.8671474456787109
Turkish Prime Minister signals return to hardline on protesters	Ukrainian protesters back in streets for antigovernment rally	0.6055423021316528
capital offences in iran include murder, rape, armed robbery, serious drug trafficking and adultery.	capital offenses in iran include murder rape armed robbery apostasy blasphemy serious drug trafficking repeated sodomy adultery prostitution treason and espionage 	0.6125367879867554
A large amount of penguins are heading to the ocean.	A group of penguins is walking	0.6868383288383484
Thai protests escalate amid violence	Mexico swears in president amid violent protests	0.6268394589424133
Prosecutors maintained that Durst murdered Black to try to assume Black's identity.	The man spanked the other man with a stick.	0.06939687579870224
He also objects to the sales and personal income tax increases in the package.	That package included increases to both the citys sales and income taxes	0.6541609764099121
Zimmerman stopped for speeding in Texas, released with warning	Zimmerman pulled over in Texas for speeding given warning	0.8465853333473206
Before it was removed, the site listed in broken English the rules for hackers who might participate.	Organizers established a Web site httpdefacerschallengecom listing in broken English the rules for hackers who might participate	0.877899706363678
u.n. experts have begun analyzing reports that state the syrian government was concealing a nuclear facility at the attacked site.	reports state that the syrian government was concealing a nuclear facility at the attacked site 	0.7846695184707642
A man walks two dogs in the city.	A man is walking with several dogs	0.6050196290016174
Top Diplomats Meet in Munich at Critical Time	Bodies Found at Russian Jet Crash in Indonesia	0.9999999403953552
But the officials later revised the numbers and said about 250 had been arrested at some 60 stores.	nicaragua commemorated the 25th anniversary of the sandinista revolution. 	0.16151681542396545
North Korea says to restart nuclear reactor	Japan closes last nuclear reactor	0.7371950745582581
Penn Traffic stock closed Wednesday at 36 cents, up 2 cents, or 6.2 percent, from Tuesday's close.	Penn Traffics stock closed at 36 cents per share on Wednesday on Nasdaq up two cents	0.484696626663208
However, other unions including the powerful CGT remained opposed to the reform and demanded the government begin fresh negotiations with them.	The powerful CGT and other unions remained opposed to the plans however and demanded the government renegotiate the reform with them	0.8254010677337646
